Spec Name,Km,K1,K2,K3,L,F,P,Pj,T,dK1geo,iK1geo,dK2geo,iK2geo,dK3geo,iK3geo,dK1pa1,iK1pa1,dK2pa1,iK2pa1,dK3pa1,iK3pa1,dK1te1,iK1te1,dK2te1,iK2te1,dK3te1,iK3te1,f1,dF1-B,iF1-B,dL1-B,iL1-B
NXH146-C,3.56E-04,3.95E-04,3.54E-04,3.18E-04,1.114,1.115,1.242,1.242,0.003,48.6,19.5,183.9,63.5,312.3,17.2,59.7,21.5,167.2,37.4,306.7,44.8,149.7,21.5,257.2,37.4,36.7,44.8,45.2,148,29,0,0
NXH147-A,2.21E-04,2.27E-04,2.22E-04,2.15E-04,1.02,1.036,1.057,1.058,0.288,214.5,16.7,104.3,49,317.2,36.1,209.8,0.5,119.6,21.7,301.1,68.3,299.8,0.5,209.6,21.7,31.1,68.3,21.7,150,34,0,0
NXH147-B,1.83E-04,1.86E-04,1.83E-04,1.78E-04,1.015,1.031,1.047,1.048,0.334,214,6.8,116.2,48.9,309.8,40.3,34.4,8.4,127.3,18.6,281.2,69.5,124.4,8.4,217.3,18.6,11.2,69.5,20.5,150,34,0,0
NXH147-C,2.07E-04,2.11E-04,2.08E-04,2.01E-04,1.015,1.034,1.049,1.051,0.382,212.7,13.7,107.7,46.5,314.6,40.2,29.8,3,120.8,18.5,290.9,71.3,119.8,3,210.8,18.5,20.9,71.3,18.7,150,34,0,0
NXH148-A,6.49E-06,6.87E-06,6.44E-06,6.16E-06,1.067,1.044,1.114,1.115,-0.196,281.3,58.3,56.9,23.9,156,19.6,265.4,67.2,61.8,21.1,155,8.3,355.4,67.2,151.8,21.1,245,8.3,81.7,136,12,0,0
NXH148-B,2.31E-07,4.87E-07,1.23E-07,8.45E-08,3.953,1.457,5.761,6.318,-0.57,117.2,48.8,305.2,40.9,211.8,4,120.5,37.3,302.6,52.7,211.3,1,210.5,37.3,32.6,52.7,301.3,1,89,136,12,0,0
NXH148-C,7.64E-06,7.86E-06,7.73E-06,7.34E-06,1.018,1.052,1.071,1.073,0.479,204.2,64.1,40.4,25,307.4,6.3,185.6,57.8,46.1,25.6,307,18.2,275.6,57.8,136.1,25.6,37,18.2,71.8,136,12,0,0
NXH149-A,1.22E-05,1.26E-05,1.22E-05,1.18E-05,1.028,1.034,1.063,1.063,0.108,159.6,72.8,303.8,14.1,36.3,9.6,164.4,56.9,299.6,24.8,39.5,20.4,254.4,56.9,29.6,24.8,129.5,20.4,69.6,170,16,0,0
NXH149-B,2.40E-05,2.43E-05,2.40E-05,2.39E-05,1.012,1.005,1.018,1.018,-0.406,142.4,24.5,259.4,44.9,33.7,35,144.6,10.2,244.1,42.6,44,45.6,234.6,10.2,334.1,42.6,134,45.6,44.4,170,16,0,0
NXH149-C,2.55E-05,2.60E-05,2.55E-05,2.50E-05,1.022,1.018,1.04,1.04,-0.101,129.2,6.4,227.7,52.7,34.4,36.5,309.2,5.7,214,42.5,45.4,46.9,39.2,5.7,304,42.5,135.4,46.9,43.1,170,16,0,0
NXH150-A,1.19E-06,1.39E-06,1.32E-06,8.69E-07,1.059,1.514,1.603,1.674,0.758,157.5,40.4,34.3,32.8,280.2,32.4,151.7,29.1,42.8,30.2,276.4,45.6,241.7,29.1,132.8,30.2,6.4,45.6,44.4,118,14,0,0
NXH150-B,2.68E-06,2.95E-06,2.69E-06,2.39E-06,1.098,1.127,1.238,1.238,0.12,13.9,45.4,269.1,14.2,166.3,41.2,28.5,47,266.4,26.3,159,31.2,118.5,47,356.4,26.3,249,31.2,58.8,118,14,0,0
NXH150-C     -,5.59E-07,-2.01E-07,-6.85E-07,-7.90E-07,1.153,3.415,3.938,4.514,0.792,34.4,47.2,197.9,41.6,295.3,8.3,48.4,44,186.6,37.7,295.1,22.3,138.4,44,276.6,37.7,25.1,22.3,67.7,118,14,0,0
NXH151-A,5.84E-05,5.87E-05,5.84E-05,5.80E-05,1.006,1.006,1.012,1.012,-0.07,218.7,2.2,319.7,78.7,128.3,11.1,38.4,0.8,131.4,75.2,308.2,14.8,128.4,0.8,221.4,75.2,38.2,14.8,75.2,135,26,0,0
NXH151-B,5.21E-05,5.23E-05,5.22E-05,5.18E-05,1.003,1.007,1.011,1.011,0.406,143.3,45.5,30.7,20.7,283.9,37.2,141.2,19.7,41.7,24.8,265.3,57.4,231.2,19.7,131.7,24.8,355.3,57.4,32.6,135,26,0,0
NXH151-C,5.29E-05,5.31E-05,5.30E-05,5.25E-05,1.001,1.009,1.01,1.011,0.851,48.8,54.9,208.6,33.4,305,9.5,79.4,45.9,195.5,23.1,302.9,35.1,169.4,45.9,285.5,23.1,32.9,35.1,54.9,135,26,0,0
NXH151-D,5.58E-05,5.62E-05,5.58E-05,5.56E-05,1.007,1.004,1.011,1.011,-0.303,36.1,8.1,126.7,4.3,244.7,80.8,40.6,11.2,306.2,21.4,156.4,65.6,130.6,11.2,36.2,21.4,246.4,65.6,24.4,135,26,0,0
NXH152-A,1.34E-05,1.37E-05,1.34E-05,1.31E-05,1.021,1.025,1.046,1.046,0.097,173.2,40.6,2.3,49,267.1,4.5,163,2.2,69.5,58,254.4,31.9,253,2.2,159.5,58,344.4,31.9,58.1,135,45,0,0
NXH152-B,1.34E-05,1.36E-05,1.35E-05,1.30E-05,1.009,1.037,1.047,1.049,0.592,164.9,24.7,23,59.6,262.7,16.5,342.9,15.1,90.5,48.1,240.8,37.9,72.9,15.1,180.5,48.1,330.8,37.9,52.1,135,45,0,0
NXH152-C,1.48E-05,1.53E-05,1.47E-05,1.45E-05,1.043,1.01,1.053,1.056,-0.633,179.7,0.3,88.2,77.6,269.8,12.4,9.3,29.9,123.8,35.9,250.8,39.7,99.3,29.9,213.8,35.9,340.8,39.7,50.3,135,45,0,0
NXH153-A,9.02E-06,9.45E-06,8.84E-06,8.79E-06,1.068,1.007,1.075,1.083,-0.815,252.7,33.2,148.1,21.1,31.6,49.1,216.4,41.5,328.2,22.8,78.8,39.9,306.4,41.5,58.2,22.8,168.8,39.9,50.1,135,45,0,0
NXH153-B,1.10E-05,1.13E-05,1.11E-05,1.06E-05,1.021,1.043,1.064,1.066,0.335,190.9,59.5,311.6,16.7,49.5,24.7,162.4,24.1,308.1,61.6,65.9,14.1,252.4,24.1,38.1,61.6,155.9,14.1,75.9,135,45,0,0
NXH153-C,1.01E-05,1.04E-05,1.01E-05,9.72E-06,1.029,1.035,1.065,1.066,0.093,261.6,33.1,355.4,5.7,94,56.3,222.2,47.7,9.1,37.3,112.6,17,312.2,47.7,99.1,37.3,202.6,17,73,135,45,0,0
NXH154-A,3.28E-04,3.45E-04,3.33E-04,3.07E-04,1.038,1.085,1.126,1.129,0.375,259.2,5.6,164.4,40.2,355.8,49.2,246.6,27.7,337,0.8,68.5,62.3,336.6,27.7,67,0.8,158.5,62.3,27.7,135,45,0,0
NXH154-B,3.43E-04,3.61E-04,3.48E-04,3.20E-04,1.037,1.089,1.129,1.132,0.401,257.4,6.2,162,40.8,354.4,48.5,244.7,26.9,335.1,0.8,66.8,63.1,334.7,26.9,65.1,0.8,156.8,63.1,26.9,135,45,0,0
NXH154-C,3.28E-04,3.45E-04,3.33E-04,3.06E-04,1.038,1.088,1.128,1.132,0.389,257.4,5.3,162.8,41,353.4,48.5,245.4,26.3,335.6,0.4,66.5,63.7,335.4,26.3,65.6,0.4,156.5,63.7,26.3,135,45,0,0
NXH155-A,3.09E-04,3.26E-04,3.14E-04,2.86E-04,1.038,1.097,1.139,1.143,0.421,246.8,5.5,153.2,32.5,345.3,56.9,236.8,19.2,330.6,10.7,88.2,67.8,326.8,19.2,60.6,10.7,178.2,67.8,22.2,135,45,0,0
NXH155-B,3.51E-04,3.71E-04,3.58E-04,3.25E-04,1.038,1.102,1.143,1.148,0.45,248.7,7.7,153.5,34.2,349.7,54.7,236.7,22.1,330.4,9,81.2,65.9,326.7,22.1,60.4,9,171.2,65.9,24.1,135,45,0,0
NXH155-C,3.73E-04,3.95E-04,3.80E-04,3.46E-04,1.04,1.098,1.143,1.147,0.408,250.9,6.8,156.7,31.7,351.6,57.4,239,22.9,333.6,10.8,87,64.4,329,22.9,63.6,10.8,177,64.4,25.6,135,45,0,0
NXH156-A,3.34E-04,3.52E-04,3.39E-04,3.11E-04,1.038,1.09,1.131,1.135,0.398,247,10.1,149.4,36.6,349.9,51.6,233.5,22.6,326.6,7.4,73.6,66.1,323.5,22.6,56.6,7.4,163.6,66.1,23.9,135,45,0,0
NXH156-B,3.29E-04,3.46E-04,3.33E-04,3.07E-04,1.038,1.087,1.129,1.132,0.381,246.2,9.5,149.4,35.4,349,52.9,233.4,21.7,326.8,8.5,77,66.6,323.4,21.7,56.8,8.5,167,66.6,23.4,135,45,0,0
NXH156-C,2.95E-04,3.11E-04,3.00E-04,2.74E-04,1.039,1.091,1.134,1.138,0.386,245.9,10.3,148,37.3,348.8,50.9,232.6,22,325.4,6.9,71.9,66.8,322.6,22,55.4,6.9,161.9,66.8,23.2,135,45,0,0
NXH157-A,3.24E-04,3.39E-04,3.20E-04,3.14E-04,1.059,1.022,1.082,1.085,-0.455,228.5,9.7,334.4,58.1,132.9,30,45.5,1.1,143,81.7,315.4,8.2,135.5,1.1,233,81.7,45.4,8.2,81.8,152,40,0,0
NXH158-A,3.27E-04,3.43E-04,3.26E-04,3.13E-04,1.052,1.039,1.094,1.094,-0.142,60.1,1.4,329.5,21.7,153.5,68.3,61.4,2.3,327.2,61.6,152.6,28.3,151.4,2.3,57.2,61.6,242.6,28.3,61.7,152,40,0,0
NXH158-B,2.83E-04,2.98E-04,2.81E-04,2.70E-04,1.058,1.041,1.101,1.102,-0.175,240.9,1,331.6,35.1,149.5,54.8,240.5,0,330.7,75.1,150.5,14.9,330.5,0,60.7,75.1,240.5,14.9,75.1,152,40,0,0
NXH158-C,3.14E-04,3.30E-04,3.13E-04,2.99E-04,1.054,1.047,1.104,1.104,-0.061,240.4,0.1,330.5,40.1,150.3,49.9,60.7,0.9,325.5,80.1,150.9,9.9,150.7,0.9,55.5,80.1,240.9,9.9,80.1,152,40,0,0
NXH159-A,3.40E-04,3.57E-04,3.40E-04,3.25E-04,1.05,1.047,1.099,1.099,-0.03,227.2,14.3,2.2,70.2,133.7,13.4,219.3,9.2,109.3,64.8,313.3,23.3,309.3,9.2,199.3,64.8,43.3,23.3,66.7,141,37,0,0
NXH159-B,3.23E-04,3.38E-04,3.22E-04,3.08E-04,1.051,1.043,1.096,1.097,-0.084,227.5,15.6,7.8,70.1,134.1,12.1,218.7,10.3,107.7,63,313.5,24.6,308.7,10.3,197.7,63,43.5,24.6,65.4,141,37,0,0
NXH159-C,3.12E-04,3.27E-04,3.11E-04,2.97E-04,1.053,1.048,1.103,1.103,-0.045,226.6,15.6,5.4,69.7,133,12.7,218.1,9.8,107.4,63.9,312.5,23.9,308.1,9.8,197.4,63.9,42.5,23.9,66.1,141,37,0,0
NXH159-D,3.28E-04,3.44E-04,3.27E-04,3.14E-04,1.052,1.044,1.098,1.098,-0.077,225.7,15.6,5.5,69.9,132.2,12.4,217.3,9.3,107.8,63.8,311.6,24.2,307.3,9.3,197.8,63.8,41.6,24.2,65.8,141,37,0,0
NXH161-A,4.02E-04,4.21E-04,4.03E-04,3.81E-04,1.046,1.058,1.107,1.107,0.106,254,4.5,346.2,25.3,154.6,64.3,250.4,8.5,352.9,55.4,154.8,33.3,340.4,8.5,82.9,55.4,244.8,33.3,56.7,155,31,0,0
NXH161-B,4.04E-04,4.24E-04,4.06E-04,3.83E-04,1.045,1.058,1.105,1.106,0.13,254.7,3.5,346.4,25.8,157.4,64,251.5,8,353.5,55.8,156.3,33,341.5,8,83.5,55.8,246.3,33,57,155,31,0,0
NXH161-C,4.08E-04,4.28E-04,4.09E-04,3.86E-04,1.045,1.06,1.107,1.108,0.136,256.1,4,348.1,25.9,158,63.7,252.5,9.2,356.2,55.7,156.6,32.7,342.5,9.2,86.2,55.7,246.6,32.7,57.3,155,31,0,0
NXH162-A,3.59E-04,3.75E-04,3.60E-04,3.43E-04,1.041,1.049,1.092,1.093,0.086,43.1,10.4,311.1,10.7,176.3,75.1,48.6,6.6,311.6,46.6,144.7,42.6,138.6,6.6,41.6,46.6,234.7,42.6,47.4,130,36,0,0
NXH162-B,3.60E-04,3.74E-04,3.60E-04,3.45E-04,1.039,1.043,1.084,1.084,0.05,45.3,9.8,313,12.8,171.7,73.8,50,4.8,314.5,48.7,144.2,40.9,140,4.8,44.5,48.7,234.2,40.9,49.1,130,36,0,0
NXH162-C,3.60E-04,3.77E-04,3.61E-04,3.43E-04,1.044,1.053,1.1,1.1,0.087,44.7,10.7,312.9,9.7,181.6,75.5,50.1,5.9,314,45.6,145.8,43.8,140.1,5.9,44,45.6,235.8,43.8,46.2,130,36,0,0
NXH163-1-A,2.78E-04,2.90E-04,2.79E-04,2.65E-04,1.038,1.054,1.095,1.095,0.164,71.3,16.6,334.3,22.4,194.7,61.6,75.6,3.5,341.8,47.4,168.8,42.4,165.6,3.5,71.8,47.4,258.8,42.4,47.6,135,27,0,0
NXH163-1-B,3.19E-04,3.33E-04,3.21E-04,3.04E-04,1.038,1.057,1.097,1.098,0.194,73,16.2,336.6,21.2,197.6,62.8,77,2.5,344.4,45.7,169.4,44.2,167,2.5,74.4,45.7,259.4,44.2,45.8,135,27,0,0
NXH163-1-C,3.21E-04,3.35E-04,3.23E-04,3.06E-04,1.037,1.056,1.095,1.096,0.198,71.8,16.1,333.8,25.7,190.5,59,75.8,2.9,342.3,50.7,168.1,39.2,165.8,2.9,72.3,50.7,258.1,39.2,50.8,135,27,0,0
NXH164-A,3.30E-04,3.44E-04,3.30E-04,3.17E-04,1.044,1.039,1.084,1.084,-0.057,228.3,5.5,318.6,3.3,79.8,83.6,225.4,6.4,319.2,30.3,124.7,58.9,315.4,6.4,49.2,30.3,214.7,58.9,31.1,135,27,0,0
NXH164-B,3.08E-04,3.22E-04,3.08E-04,2.95E-04,1.047,1.042,1.091,1.091,-0.049,227.5,7.3,318.1,4.2,77.4,81.5,223.9,7.7,318.6,31.1,121.6,57.7,313.9,7.7,48.6,31.1,211.6,57.7,32.3,135,27,0,0
NXH164-C,3.55E-04,3.71E-04,3.55E-04,3.39E-04,1.045,1.048,1.096,1.096,0.033,229.4,0.5,319.5,10.9,136.8,79.1,228.7,2.5,320.7,37.8,135.5,52.1,318.7,2.5,50.7,37.8,225.5,52.1,37.9,135,27,0,0
NXH165-A,3.07E-04,3.23E-04,3.07E-04,2.92E-04,1.052,1.049,1.103,1.103,-0.03,223.3,19.3,316.5,9.3,70.9,68.4,214.4,16.4,316.9,36.3,104.7,49.1,304.4,16.4,46.9,36.3,194.7,49.1,40.9,135,27,0,0
NXH165-B,3.30E-04,3.44E-04,3.30E-04,3.17E-04,1.045,1.042,1.088,1.088,-0.034,224.9,21.5,318.5,9,69.9,66.6,214.8,19,319.3,35.9,102.5,47.8,304.8,19,49.3,35.9,192.5,47.8,42.2,135,27,0,0
NXH165-C,3.19E-04,3.33E-04,3.19E-04,3.05E-04,1.045,1.047,1.095,1.095,0.019,224.5,22.4,317.3,6.8,63.3,66.5,214,19.6,317.8,33.8,99.3,49.5,304,19.6,47.8,33.8,189.3,49.5,40.5,135,27,0,0
NXH166-A,4.19E-04,4.36E-04,4.20E-04,4.02E-04,1.039,1.046,1.086,1.087,0.079,44.9,7.6,313.7,9.1,174.1,78.1,48.4,6.8,313.4,36.1,147.5,53.1,138.4,6.8,43.4,36.1,237.5,53.1,36.9,135,27,0,0
NXH166-B,3.85E-04,4.02E-04,3.86E-04,3.68E-04,1.042,1.049,1.092,1.093,0.076,44,3.1,313.2,13.4,146.8,76.2,45.5,3.3,312.7,40.4,139.3,49.4,135.5,3.3,42.7,40.4,229.3,49.4,40.6,135,27,0,0
NXH166-C,3.76E-04,3.91E-04,3.76E-04,3.61E-04,1.038,1.042,1.081,1.081,0.044,45.5,4.8,314.8,8.8,163.8,80,47.6,4,314.7,35.8,143.2,53.9,137.6,4,44.7,35.8,233.2,53.9,36.1,135,27,0,0
NXH166-D,3.89E-04,4.06E-04,3.91E-04,3.71E-04,1.04,1.053,1.096,1.096,0.141,40.3,0.6,310.1,11.9,133.3,78.1,41.1,2.7,308.9,38.8,134.4,51.1,131.1,2.7,38.9,38.8,224.4,51.1,38.9,135,27,0,0
NXH166-E,3.76E-04,3.91E-04,3.78E-04,3.59E-04,1.037,1.051,1.089,1.09,0.154,42.9,6.5,312,7.9,171.7,79.7,46.1,6.7,311.4,34.9,145.5,54.3,136.1,6.7,41.4,34.9,235.5,54.3,35.7,135,27,0,0
NXH167-A,2.94E-04,3.07E-04,2.93E-04,2.82E-04,1.05,1.039,1.09,1.091,-0.126,82,36.7,201.9,33.8,320.2,35.3,46.1,6.7,311.4,34.9,145.5,54.3,136.1,6.7,41.4,34.9,235.5,54.3,35.7,135,27,0,0
NXH167-B,3.29E-04,3.43E-04,3.28E-04,3.18E-04,1.045,1.033,1.079,1.08,-0.151,83.9,35.2,206.6,37.4,326.5,33.1,46.1,6.7,311.4,34.9,145.5,54.3,136.1,6.7,41.4,34.9,235.5,54.3,35.7,135,27,0,0
NXH167-C,3.37E-04,3.51E-04,3.36E-04,3.23E-04,1.047,1.039,1.088,1.088,-0.099,77.5,36.3,198,34.6,316.7,34.8,46.1,6.7,311.4,34.9,145.5,54.3,136.1,6.7,41.4,34.9,235.5,54.3,35.7,135,27,0,0
NXH168-A,1.98E-04,2.02E-04,1.98E-04,1.93E-04,1.023,1.028,1.051,1.051,0.102,66.6,4.6,160.1,36.6,330.4,53,246.3,5.5,337.3,10.2,128.5,78.4,336.3,5.5,67.3,10.2,218.5,78.4,11.6,145,48,0,0
NXH168-B,1.76E-04,1.80E-04,1.76E-04,1.72E-04,1.023,1.022,1.046,1.046,-0.016,65.5,13.7,165.4,35,317.5,51.7,72.2,1.6,341.9,10.8,170.3,79.1,162.2,1.6,71.9,10.8,260.3,79.1,10.9,145,48,0,0
NXH169-A,3.45E-04,3.57E-04,3.42E-04,3.36E-04,1.043,1.02,1.064,1.066,-0.359,82.2,30,195.5,34.5,322.1,41,72.2,1.6,341.9,10.8,170.3,79.1,162.2,1.6,71.9,10.8,260.3,79.1,10.9,145,48,0,0
NXH169-B,3.54E-04,3.68E-04,3.51E-04,3.43E-04,1.046,1.026,1.073,1.074,-0.282,80.4,31,200.1,39.5,325.5,35,72.2,1.6,341.9,10.8,170.3,79.1,162.2,1.6,71.9,10.8,260.3,79.1,10.9,145,48,0,0
NXH169-C,2.49E-04,2.58E-04,2.46E-04,2.42E-04,1.051,1.017,1.069,1.072,-0.485,72.9,30.6,197.8,44.1,322.6,30.5,72.2,1.6,341.9,10.8,170.3,79.1,162.2,1.6,71.9,10.8,260.3,79.1,10.9,145,48,0,0
NXH170-A,3.21E-04,3.31E-04,3.24E-04,3.10E-04,1.024,1.045,1.071,1.072,0.295,193.2,9,102.5,4.8,344.8,79.8,12.5,5.5,280.7,17.9,119.1,71.2,102.5,5.5,10.7,17.9,209.1,71.2,18.8,135,27,0,0
NXH170-B,2.98E-04,3.08E-04,3.00E-04,2.86E-04,1.025,1.048,1.074,1.076,0.32,192.4,8.6,101.6,5.4,339.9,79.8,12,6.2,280,17.1,121.3,71.8,102,6.2,10,17.1,211.3,71.8,18.2,135,27,0,0
NXH170-C,3.15E-04,3.26E-04,3.18E-04,3.02E-04,1.025,1.053,1.079,1.081,0.353,190.2,8.9,99.9,1.7,359.2,81,9.8,6.8,277.2,20.2,117.6,68.6,99.8,6.8,7.2,20.2,207.6,68.6,21.4,135,27,0,0
NXH171-A,2.84E-04,2.91E-04,2.85E-04,2.76E-04,1.021,1.031,1.052,1.053,0.175,225.3,13.7,20.2,75,133.8,6.1,218.9,12.3,100.5,65.5,313.7,20.9,308.9,12.3,190.5,65.5,43.7,20.9,69.1,135,27,0,0
NXH171-B,2.86E-04,2.91E-04,2.86E-04,2.80E-04,1.015,1.022,1.038,1.038,0.174,220.9,7.1,43.4,82.9,311,0.3,218.1,4.5,119.5,62.3,310.5,27.2,308.1,4.5,209.5,62.3,40.5,27.2,62.8,135,27,0,0
NXH172-A,2.57E-04,2.65E-04,2.59E-04,2.47E-04,1.021,1.048,1.07,1.072,0.379,218.1,19.4,127.4,2,31.6,70.5,209.9,14.2,306.6,24.7,92.8,61,299.9,14.2,36.6,24.7,182.8,61,29,135,27,0,0
NXH172-B,2.94E-04,3.03E-04,2.96E-04,2.84E-04,1.022,1.045,1.067,1.068,0.341,218.5,19.2,127.6,2.7,29.8,70.6,210.4,14.2,306.9,24,92.5,61.6,300.4,14.2,36.9,24,182.5,61.6,28.4,135,27,0,0
NXH173-A,3.06E-04,3.16E-04,3.15E-04,2.86E-04,1.005,1.1,1.105,1.12,0.91,161,29.3,66.4,8.1,322.5,59.4,157.5,4.6,247.7,2.2,3.5,84.9,247.5,4.6,337.7,2.2,93.5,84.9,5.1,135,27,0,0
NXH173-B,2.88E-04,2.98E-04,2.96E-04,2.71E-04,1.004,1.095,1.1,1.113,0.907,140.4,28.8,230.6,0.3,321.3,61.2,139.8,1.9,229.9,2.9,16.8,86.6,229.8,1.9,319.9,2.9,106.8,86.6,3.4,135,27,0,0
NXH173-C,3.16E-04,3.27E-04,3.26E-04,2.97E-04,1.003,1.098,1.102,1.116,0.928,166.5,29.8,72.8,6.5,331.8,59.4,162.2,6.2,252.8,6.3,28.3,81.2,252.2,6.2,342.8,6.3,118.3,81.2,8.8,135,27,0,0
NXH174-A,1.99E-04,2.05E-04,2.03E-04,1.91E-04,1.007,1.065,1.073,1.08,0.796,77.9,18.2,181.3,35.3,325.7,48.9,82,2.5,172.7,15,342.7,74.7,172,2.5,262.7,15,72.7,74.7,15.3,135,27,0,0
NXH174-B,1.98E-04,2.03E-04,2.02E-04,1.90E-04,1.003,1.064,1.068,1.076,0.894,57.5,4.5,151,37.6,321.7,52,238.2,1.6,147.9,11.4,336.1,78.5,328.2,1.6,237.9,11.4,66.1,78.5,11.5,135,27,0,0
NXH174-C,1.85E-04,1.89E-04,1.88E-04,1.77E-04,1.005,1.06,1.066,1.073,0.846,77,16.9,178.4,32.8,324.1,52,80.8,1.6,171.1,11.9,343,78,170.8,1.6,261.1,11.9,73,78,12,135,27,0,0
NXH175-A,2.48E-04,2.59E-04,2.56E-04,2.29E-04,1.011,1.119,1.132,1.147,0.82,174,54.5,76.5,5.3,342.8,35,160.3,31.4,255.8,8.9,359.7,57.1,250.3,31.4,345.8,8.9,89.7,57.1,32.9,135,27,0,0
NXH175-B,2.27E-04,2.35E-04,2.35E-04,2.10E-04,1.004,1.119,1.123,1.142,0.94,207.8,43.5,92.8,24.1,343.2,36.9,189,31,97.1,3.2,1.8,58.8,279,31,187.1,3.2,91.8,58.8,31.2,135,27,0,0
NXH175-C,1.94E-04,2.02E-04,2.00E-04,1.79E-04,1.008,1.115,1.124,1.14,0.87,181.4,54.6,83.4,5.7,349.4,34.8,165,33,262.4,11.1,8.5,54.7,255,33,352.4,11.1,98.5,54.7,35.3,135,27,0,0
NXH175-D,2.20E-04,2.29E-04,2.27E-04,2.05E-04,1.006,1.111,1.118,1.133,0.887,181.2,52,78,10.1,340.5,36.2,166.1,30.6,259,5,357.3,58.9,256.1,30.6,349,5,87.3,58.9,31.1,135,27,0,0
NXH146-A,4.01E-04,4.56E-04,4.03E-04,3.44E-04,1.13,1.172,1.324,1.325,0.13,48.5,16.8,177,64.1,312.5,19.1,58.1,19.3,163.4,37,306.3,46.7,148.1,19.3,253.4,37,36.3,46.7,43.3,148,29,0,0
NXH146-B,3.51E-04,3.89E-04,3.54E-04,3.09E-04,1.1,1.144,1.259,1.26,0.17,45.5,18.5,178,63.6,309.2,18.1,56.4,22.2,164.1,36.6,302.3,45.1,146.4,22.2,254.1,36.6,32.3,45.1,44.9,148,29,0,0
NXH146-C,3.57E-04,3.96E-04,3.55E-04,3.20E-04,1.115,1.11,1.238,1.238,-0.019,48.3,19.5,184.8,64,312.3,16.5,59.4,21.6,167.5,38,306.8,44.1,149.4,21.6,257.5,38,36.8,44.1,45.9,148,29,0,0
NXH148-A,6.39E-06,6.63E-06,6.54E-06,6.01E-06,1.013,1.089,1.103,1.112,0.738,141.9,51.6,20.2,22.6,276.7,29.2,140.8,39.6,25.4,27.4,271.4,38.2,230.8,39.6,115.4,27.4,1.4,38.2,51.8,136,12,0,0
NXH148-B,5.10E-07,6.81E-07,4.99E-07,3.52E-07,1.365,1.417,1.935,1.935,0.057,326.9,5.4,235.2,17.6,73.2,71.5,327.3,17.1,231.2,19.2,96.2,63.8,57.3,17.1,321.2,19.2,186.2,63.8,26.2,136,12,0,0
NXH148-B,1.40E-06,1.57E-06,1.48E-06,1.14E-06,1.064,1.289,1.372,1.398,0.606,304,3,213.1,16.3,44.3,73.4,303.6,14.8,210,13.3,79.7,69.9,33.6,14.8,300,13.3,169.7,69.9,20.1,136,12,0,0
NXH148-C,7.75E-06,8.03E-06,7.79E-06,7.44E-06,1.031,1.046,1.079,1.079,0.193,168.8,16.5,66.6,35.6,279.3,49.7,167.5,6.4,73.8,30.6,268.1,58.6,257.5,6.4,163.8,30.6,358.1,58.6,31.4,136,12,0,0
NXH150-A,7.22E-07,1.07E-06,7.14E-07,3.80E-07,1.498,1.878,2.813,2.836,0.219,194.1,13.6,288.4,17.2,67.7,67.9,191.3,9.8,287.3,30.9,85.7,57.2,281.3,9.8,17.3,30.9,175.7,57.2,32.8,118,14,0,0
NXH150-A,1.01E-06,1.33E-06,9.53E-07,7.35E-07,1.393,1.296,1.805,1.808,-0.123,51,6.6,147,42.4,313.9,46.8,51.8,1,142.4,29.9,320.1,60.1,141.8,1,232.4,29.9,50.1,60.1,29.9,118,14,0,0
NXH150-B,3.14E-06,3.40E-06,3.13E-06,2.90E-06,1.085,1.079,1.171,1.171,-0.035,28.8,9,120,7.4,248.7,78.3,31,8.6,300,6.6,172.7,79.1,121,8.6,30,6.6,262.7,79.1,10.9,118,14,0,0
NXH150-C     -,6.30E-07,-4.05E-07,-5.87E-07,-8.99E-07,1.531,1.448,2.217,2.219,-0.07,294.1,39.3,53.3,30.7,168.3,35.5,293,53.3,59.7,24,162.2,26,23,53.3,149.7,24,252.2,26,64,118,14,0,0
NXH150-C     -,1.16E-06,-8.82E-07,-1.17E-06,-1.44E-06,1.232,1.325,1.632,1.635,0.148,62.2,22.4,209.5,63.9,326.9,12.7,66,14.1,182.9,60.9,329.3,24.8,156,14.1,272.9,60.9,59.3,24.8,65.2,118,14,0,0
NXH50-A,1.87E-04,1.89E-04,1.88E-04,1.85E-04,1.003,1.015,1.018,1.019,0.676,9.5,8.8,274,31.8,113.2,56.7,172.2,34.6,4.5,54.8,266.2,5.8,262.2,34.6,94.5,54.8,356.2,5.8,84.2,60,75,0,0
NXH50-B,1.87E-04,1.88E-04,1.87E-04,1.84E-04,1.005,1.016,1.021,1.022,0.554,26.3,6.3,294.6,14.8,138.8,73.8,180.1,50.3,337.4,37.4,76.2,11.3,270.1,50.3,67.4,37.4,166.2,11.3,78.7,60,75,0,0
NXH50-C,2.05E-04,2.06E-04,2.06E-04,2.02E-04,1.002,1.018,1.02,1.022,0.828,252.7,17.7,349.5,20.3,124.9,62.5,344.2,77.5,175.2,12.3,84.7,2.3,74.2,77.5,265.2,12.3,174.7,2.3,87.7,60,75,0,0
NXH53-A,2.12E-04,2.15E-04,2.13E-04,2.10E-04,1.01,1.012,1.022,1.022,0.131,230.9,12.6,326,21.4,112.5,64.9,234.1,3.3,144.1,0.4,46.6,86.7,324.1,3.3,234.1,0.4,136.6,86.7,3.3,300,24,0,0
